car_id,car_name,car_license_plate
501,Malibu,IJ19OLM
502,XTS,LX41SXE
503,911,TX58UHM
504,Countach,NF22SHJ
505,Beetle,NT73CKA
506,Camry,CC17DHY
507,Model Y,JO85JKW
508,Grand Caravan,AE90FJR
509,CTS,QF53OCD
510,Aventador,NC45HGF
511,Element,DP66SPM
512,Camaro,TJ51TGO
513,Model T,KO63GGL
514,Civic,JS70MKG
515,Camaro,IY37XHH
516,Sentra,FK47WUN
517,Mustang,HU56RBJ
518,A4,ZW59DJQ
519,Prius,NA51LDK
520,A4,ES71RGM
521,Colorado,ID54NOH
522,Civic,KN86WAP
523,XC90,LL46YUS
524,Focus,LW70IUX
525,Camry,ZE24CAC
526,F-150,EB90PEJ
527,CTS,MA90HHY
528,V90,XW99FLV
529,Escalade,IO46DYI
530,LeBaron,MF37CFA
531,CTS,LB20ANQ
532,Element,VX38TYF
533,Durango,ZW44COE
534,Fiesta,ZA89ACF
535,CTS,AW49XQW
536,Focus,ZT33YKO
537,Durango,KC63GDF
538,XC90,NY05MWK
539,El Camino,TT51GDX
540,Sentra,VC77UTU
541,CTS,IH23DHI
542,F-150,JK29HXU
543,Fiesta,BH16RAP
544,Roadster,OW15XBF
545,Altima,VJ94LHX
546,Impala,QG55ROB
547,Explorer,XA99KGU
548,A4,SL60JFW
549,Fortwo,CI82LSG
550,Element,KP91TZO
551,ATS,KM88RVD
552,Grand Cherokee,UO33TUV
553,Countach,RC05NTU
554,Taurus,OV78ASO
555,XTS,PQ44XRI
556,PT Cruiser,DR62WBF
557,Accord,JO50BKL
558,CTS,JN55ZGZ
559,Malibu,XB80XRZ
560,Malibu,TX82LES
561,Expedition,GZ71ZIZ
562,Volt,UE03CMW
563,Sentra,AF39VZT
564,Taurus,QP69EOM
565,PT Cruiser,GH04KTA
566,Beetle,KE30WYH
567,Grand Cherokee,KS24VXY
568,Taurus,DJ77XHE
569,Explorer,VE44YYX
570,PT Cruiser,OA64IUA
571,Aventador,DC80YOB
572,ATS,VT92KXB
573,Durango,TO35TIJ
574,ATS,YZ76RTL
575,Model Y,NG45OBW
576,Element,YZ67GPD
577,Grand Cherokee,MW61OMX
578,Grand Cherokee,NA23QZO
579,Corvette,NA79XVC
580,Prius,VJ64GRH
581,Corvette,DE73PVN
582,Roadster,JV24SAW
583,Beetle,IB82RMF
584,Impala,EF77UYQ
585,PT Cruiser,WL38VIF
586,Land Cruiser,YQ45SMZ
587,Sentra,TL96YHJ
588,Countach,OO33CKE
589,Grand Caravan,MK04UAU
590,Durango,CR97OGS
591,V90,ED05ZJB
592,F-150,SH96BJG
593,V90,RR71AUX
594,A4,LP04HFT
595,Model X,AL43CKS
596,A4,ZL68HAS
597,CTS,VS61NKQ
598,El Camino,IL92DUM
599,Spyder,CB32WJL
600,Altima,DT03ZRI
601,Civic,JF58ZIV
602,Element,JE09HLC
603,Countach,OH56HLQ
604,Element,CX32VZH
605,Mercielago,IT05WNQ
606,Model T,WV20LGM
607,Land Cruiser,HY94NPO
608,Jetta,BC31ALW
609,Golf,IB36XQQ
610,Malibu,DE68SIG
611,Colorado,KK71SYG
612,Countach,CB69YOO
613,Grand Caravan,NG38YJJ
614,A4,OO88NEQ
615,A8,IG18CNP
616,Corvette,FD26WVN
617,Camry,VM98CMZ
618,Mustang,EH88ISO
619,XC90,GH67XRW
620,Land Cruiser,EG81JES
621,Challenger,MF10GCG
622,PT Cruiser,UI13OCI
623,Model S,GE41ZMC
624,Escalade,QJ83PKW
625,Camry,FJ78ASB
626,Model X,WI02KET
627,Fiesta,SQ47XTI
628,Corvette,RV47AFF
629,Challenger,HF67LKG
630,Grand Cherokee,TT52QEQ
631,Beetle,MI51QBC
632,Altima,LD91XGD
633,Cruze,DT60WMS
634,Fortwo,QY49VLA
635,Camry,ZY40DAX
636,CTS,MZ89DUD
637,Element,NI82DMJ
638,Mustang,KA94JEJ
639,Wrangler,SN15KWN
640,Roadster,MK81AZS
641,Grand Caravan,CK19AGR
642,Civic,RP34MGJ
643,Model T,KF83JVV
644,Focus,JS55NUR
645,Civic,UL38TUD
646,2,NP05DTM
647,Model X,KS94ZGS
648,Volt,PN07ENE
649,Mercielago,PW08WUP
650,Corvette,TJ33PZJ
651,Jetta,KP60YIA
652,V90,TD29ZYW
653,Grand Caravan,GL35NVU
654,LeBaron,OY38PPM
655,Corvette,KY03LRR
656,Aventador,NZ29EAC
657,Model Y,DI02JEG
658,CTS,WA47PSW
659,Roadster,YL37RLU
660,Model T,VX38HYH
661,Malibu,WF31DFQ
662,Wrangler,PU23XEL
663,Prius,PE39RMC
664,V90,OL74QKQ
665,Model X,PQ20JSE
666,Beetle,RW42DZL
667,Model X,EN62ZDD
668,Silverado,WZ82DCH
669,CX-9,OJ83PUE
670,A4,CZ32YZF
671,Corvette,IO88CMV
672,ATS,HP20YYJ
673,El Camino,HY74IMU
674,Silverado,WP84VNV
675,Altima,JF99GEA
676,Aventador,TC06BWI
677,Element,TS37QWI
678,911,ET40KKI
679,Alpine,GH91JOZ
680,Element,HR63LZP
681,Prius,AA75XRC
682,Silverado,FY66FZV
683,XC90,HU04OYR
684,Ranchero,YL43LPW
685,Expedition,HK71YNH
686,Corvette,OO84GQA
687,Mercielago,YL08DCS
688,Silverado,AJ73RZP
689,PT Cruiser,ZK91WZX
690,Model T,KC89UWB
691,Focus,HF94CXP
692,Camaro,IA48MOB
693,XC90,TB73PRW
694,Camaro,YC91MRO
695,Taurus,VS83QVT
696,Aventador,RX04PXF
697,Mustang,KM96PST
698,Mustang,LQ87MVT
699,Cruze,SZ15YZO
700,1,TN26LUM
701,Land Cruiser,AH56CDD
702,Camaro,ZA31KBQ
703,Aventador,KG47MGG
704,Model 3,YC85ZOL
705,Model T,DT76CMR
706,2,GD88MTD
707,Model Y,RG27LFW
708,Model T,TE71UGV
709,Countach,CK49AKZ
710,Mustang,PO93GQI
711,Altima,JZ89JJA
712,Accord,GP74MLH
713,PT Cruiser,HR68RZI
714,Fiesta,LW11UEY
715,Challenger,BG61ZGT
716,F-150,ZF58YPK
717,CTS,LS94ZBD
718,Alpine,ZE83VKH
719,PT Cruiser,OV08WLR
720,2,US06LEI
721,LeBaron,KM39WEY
722,Taurus,JB03GAH
723,Model T,EY09VNS
724,CX-9,QI96RRS
725,Taurus,ZE72MAP
726,Land Cruiser,SB84WYE
727,A8,CN01OGJ
728,Focus,CN50BFC
729,Jetta,CF23GPJ
730,Durango,XN98KRP
731,Element,KG70CJO
732,Jetta,UO31SJW
733,Model S,GU86FNO
734,911,UA99WUA
735,Golf,PX99XKP
736,Beetle,OV14CDZ
737,Malibu,LG26HPL
738,Aventador,OE62ODZ
739,2,AG53WIJ
740,Taurus,CS00MOI
741,Colorado,KW06KMT
742,Sentra,RJ32PQG
743,Element,JJ96ACO
744,Element,KU90SRW
745,2,QF30KRH
746,A8,ZD76WVN
747,Land Cruiser,YG08NIW
748,Prius,VU11NVE
749,Fiesta,MG56OFP
750,Jetta,KH53PQW
751,Alpine,CW30ZPX
752,Malibu,XH69YGY
753,Model Y,QK08YPN
754,PT Cruiser,TB72CFF
755,Fortwo,CG26UVY
756,ATS,EO16ZRQ
757,Golf,KH97ZQG
758,Expedition,CA37EVB
759,Grand Cherokee,TG33YQO
760,Model X,GY54XRZ
761,Colorado,FV68AGP
762,Altima,AZ40RSB
763,XC90,UL55NKG
764,Mercielago,CI98RCI
765,Roadster,GA92GNZ
766,CTS,OD21QJZ
767,Corvette,AM90CRW
768,Camry,IV20OOI
769,Cruze,FV08IMI
770,Wrangler,CU97XMB
771,Countach,GF30YBW
772,Alpine,NV45UKR
773,Colorado,PC60HRJ
774,Model 3,NB35CFO
775,Ranchero,FS43LTZ
776,CX-9,RW66AMV
777,Sentra,PX57IBN
778,Silverado,VG11QDJ
779,LeBaron,WC57HFY
780,Colorado,PX74VAS
781,XC90,CD22XKY
782,Spyder,YM49ZRN
783,El Camino,GO76YOC
784,XTS,AD35AWM
785,Grand Cherokee,AV31QXT
786,Mustang,TO65XLQ
787,Element,HR71BQO
788,Expedition,UX43DAG
789,Spyder,NW45UFO
790,Fiesta,KT20PJI
791,Accord,LK89DEZ
792,Corvette,WN69HCR
793,Silverado,AC19TLJ
794,Beetle,JD48CKM
795,F-150,HI14ZWR
796,PT Cruiser,VX42RDH
797,Mustang,QW52DLS
798,Prius,NF64OHR
799,Challenger,CN15EXP
800,Model 3,GN01ZDR
801,Escalade,YT86QMY
802,Aventador,VT75UID
803,Mercielago,RD81SGR
804,Cruze,XE07HTR
805,Roadster,PW93NQU
806,Countach,EZ84LVM
807,Mercielago,GB53WSB
808,Explorer,PQ76XSL
809,Escalade,BR29FQL
810,Cruze,HW18MSD
811,Fiesta,FX12IQM
812,Civic,WB20IEQ
813,Model X,PZ65FTI
814,Wrangler,IT36OGE
815,Model T,LY62LGW
816,PT Cruiser,PW82YPL
817,Golf,TF03VHM
818,Model S,HA65GMB
819,Silverado,LX27EAF
820,2,LR59OUY
821,Expedition,NW83OIX
822,Corvette,PN49WVT
823,2,KX40SVP
824,911,PH98VAK
825,Silverado,IJ40ONL
826,Wrangler,CM38LXJ
827,Charger,MW04YOW
828,1,QX75ZIK
829,A4,AA38DVU
830,Accord,JG67TFR
831,Fortwo,EO81AAH
832,A8,JJ09IBC
833,Civic,OJ93HUP
834,Impala,DY03UHV
835,Accord,NU16YBH
836,Land Cruiser,RB19OBY
837,Altima,PW25GFQ
838,Explorer,JX48AGT
839,Explorer,DO02HUJ
840,Volt,QF65STH
841,Model T,RX88RBL
842,El Camino,TJ71UQX
843,Cruze,JN18KCS
844,Jetta,ZZ13PUV
845,Golf,GC82FME
846,Land Cruiser,LN48JDT
847,1,CK33AZD
848,Alpine,IN01RFC
849,Mustang,JH01CIY
850,Model 3,EE16QJV
851,Jetta,RN79JLM
852,Expedition,FU08RVK
853,Model 3,KL65NVL
854,Cruze,BB34VKK
855,Grand Caravan,WS66MJN
856,CTS,EX37SWS
857,Corvette,HT75HLL
858,Grand Caravan,TV74PJU
859,Taurus,CM30FOG
860,ATS,IN90AUQ
861,Spyder,FE17CLD
862,Ranchero,JV90LZZ
863,Expedition,HF16NPX
864,Camry,JW74THZ
865,XTS,UO50FFC
866,Cruze,BJ23GOU
867,1,FA46STK
868,Challenger,TH06AYD
869,Prius,EG01VTT
870,A8,UF84HWB
871,Model S,OP95VCN
872,Silverado,DB24UXE
873,El Camino,HM74JWP
874,Spyder,WC39LXY
875,Prius,IW76OBY
876,Camry,BN25KMK
877,Impala,LM51UDL
878,CTS,ZC08GSA
879,Sentra,OQ76KED
880,1,BK31ZFZ
881,Countach,VL64TYL
882,A8,YX14UHW
883,Impala,MV82IXQ
884,Model S,GB83XJU
885,Fortwo,JE46YZM
886,Mustang,KP14UEC
887,Fiesta,HR94AQU
888,Camry,TR22JHC
889,Corvette,ZN54MAD
890,Altima,HI19VTG
891,Silverado,RH53GSV
892,Element,KA45ECZ
893,Prius,YD58FHE
894,Grand Cherokee,MR92DRP
895,Fortwo,IW36AES
896,LeBaron,RI58WHN
897,CTS,JY55YIP
898,2,IC79IDV
899,ATS,TZ34ULD
900,Jetta,EN14GXE
901,Focus,KW79ABP
902,XC90,AD44NQE
903,Charger,PO66IUC
904,Aventador,IY28ASM
905,Element,LL68OVS
906,Charger,DJ18MFU
907,V90,WF75CFR
908,Silverado,EO76CUH
909,Wrangler,XQ56ZCV
910,Accord,OR09BHI
911,Fiesta,KD08BHA
912,Volt,EP73RCE
913,CTS,WK08YQZ
914,Prius,EP78WNX
915,CX-9,IM11KLT
916,Colorado,RY45DYH
917,Alpine,ZY16RLN
918,2,IB17IKZ
919,F-150,IB09HTJ
920,Ranchero,CG99MKB
921,A4,LO99VOI
922,Accord,FH49XWK
923,Roadster,RI60WSW
924,Sentra,RY20TYI
925,Durango,JU10DWL
926,PT Cruiser,YY10WYY
927,Silverado,YI77CJT
928,Spyder,KO57JBH
929,Camry,HI84MTM
930,Sentra,TB17WPV
931,Spyder,QQ41DVP
932,Model T,OA71HCK
933,Focus,TW69KML
934,LeBaron,PH25STD
935,911,OR55ZQT
936,Volt,YL14LPN
937,V90,NI48NMD
938,Taurus,TF48NBJ
939,Corvette,JA66XUB
940,Wrangler,IF75EHS
941,Focus,QT51MPO
942,Model S,OE44ZUO
943,Durango,WA62BVF
944,Fortwo,RM84XXY
945,Prius,UP55EUH
946,Fortwo,IG44RCB
947,Durango,MN92EVI
948,Colorado,VT62SFC
949,Camaro,RD15GAC
950,XTS,BN96GVG
951,Spyder,FP98ZUW
952,Challenger,GZ21JAX
953,LeBaron,SX77EAN
954,Prius,JG15EZS
955,Alpine,ZP07GMB
956,Fortwo,FA15NUW
957,Golf,QC23QUK
958,Fortwo,PB51RIJ
959,Focus,HZ51RVL
960,Durango,AS27XKV
961,Fortwo,GF07FUF
962,Escalade,IX75XTQ
963,LeBaron,HN46BMT
964,Spyder,FD72KNX
965,CX-9,PW13OOB
966,Roadster,UZ58CQL
967,Prius,JR88PUC
968,Spyder,BM66YLD
969,Mustang,EE41GNT
970,Model X,CL65DON
971,2,ZC77ZLL
972,Fortwo,RY37WBW
973,Malibu,RF19SRM
974,PT Cruiser,AE57NGN
975,Corvette,FA13DQU
976,Alpine,FN69WLH
977,Model X,UX76SVT
978,ATS,UT70AWA
979,Focus,QI99DRN
980,Camry,NJ64KGF
981,CX-9,KY61MKA
982,2,OR64LSB
983,Expedition,JV29LSE
984,Camaro,PX37VPS
985,LeBaron,DM00SCH
986,Model 3,KE51GIJ
987,Ranchero,QJ13BLQ
988,Escalade,SW97GRK
989,PT Cruiser,QM63NYP
990,PT Cruiser,YK97FOY
991,Mustang,ZC00WHB
992,Explorer,LJ06KIR
993,Wrangler,VJ87CBE
994,Model 3,AL02LOH
995,Expedition,EI29LJY
996,Fortwo,ZK09DPK
997,Camry,DX11JGH
998,Cruze,FJ46VWR
999,CTS,WR75TEC
